0,0,0,0,0,0
2016,2017,2018,2019,2020,2021
1224900,1388600,1573800,1751200,1919500,2234300
0,0.117888521,0.11767696,0.101301964,0.087679083,0.14089424
18259,21195,26588,33563,42293,55841
0,0.138523237,0.202835866,0.207818133,0.206417138,0.242617432
